code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
ETB,Eaton Vance Tax Managed Buy Write Income Closed Fund,15.82,17,14,13,16,6,12,3,81,5.0,87.0,Elite,Full conviction,80,1.5,2.1,1.3,61.7,0,,Financial Services,448077600.0,52904.95
ETW,Eaton Vance Tax Managed Global Buy Write Opportunities Closed Fund,9.92,18,11,10,16,7,7,4,73,6.0,82.0,Strong,Enter w/ confidence,73,1.0,1.3,1.5,64.2,0,,Financial Services,1075035000.0,332184.05
ETV,Eaton Vance Tax Managed Buy Write Opportunities Closed Fund,15.49,16,13,10,16,6,10,5,76,5.0,81.0,Strong,Enter w/ confidence,73,2.7,3.0,2.5,65.7,0,,Financial Services,1593821000.0,188824.1
GLAD,Gladstone Capital Corporation,19.895,15,16,10,14,7,11,5,78,2.0,81.0,Strong,Enter w/ confidence,65,1.1,0.7,1.3,57.1,0,,Financial Services,448246464.0,192261.45
RMNI,Rimini Street Inc,5.65,16,11,10,17,6,10,5,75,4.0,80.0,Strong,Enter w/ confidence,73,7.6,13.2,11.2,73.9,2,,Technology,501321696.0,382189.56
COVCF,COVER Corporation,10.535,15,11,10,18,6,10,5,75,3.0,79.0,Strong,Enter w/ confidence,56,8.1,1.3,5.7,63.9,0,,Technology,654283456.0,329.82
HMLSF,Global X Marijuana Life Sciences Index ETF,5.64,16,11,6,17,6,8,5,69,3.0,77.0,Strong,Enter w/ confidence,62,5.4,11.2,10.8,60.2,2,,nan,nan,0.0
MSGCX,MERIDIAN SMALL CAP GROWTH FUND CLASS C,11.46,16,12,12,9,6,11,5,71,1.0,77.0,Strong,🔥 COILED: Enter w/ confidence,62,1.9,1.8,1.8,60.9,0,,nan,0.0,0.0
SPXCF,Singapore Exchange Limited,19.917,16,13,7,14,7,11,5,73,4.0,77.0,Strong,Enter w/ confidence,72,1.9,2.6,3.0,57.1,0,,Financial Services,20795305984.0,0.0
XETWX,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,10.96,14,14,11,9,6,11,4,69,2.0,76.0,Strong,🔥 COILED: Enter w/ confidence,67,0.8,-0.4,0.8,59.2,0,,Other,0.0,0.0
NBICX,COLUMBIA CAPITAL ALLOCATION MODERATE AGGRESSIVE PORTFOLIO,13.38,16,14,11,9,4,11,4,69,2.0,76.0,Strong,🔥 COILED: Enter w/ confidence,55,1.0,-0.4,0.8,57.6,0,,nan,0.0,0.0
BCYIF,iShares Public Limited Company - iShares Core FTSE 100 UCITS ETF,14.393,18,9,10,14,6,9,5,71,5.0,76.0,Strong,Enter w/ confidence,73,1.2,2.4,2.2,72.8,0,,nan,nan,0.0
MCLRX,BlackRock Lg Cap Core C,18.34,16,14,8,9,4,11,4,66,2.0,76.0,Strong,🔥 COILED: Enter w/ confidence,55,1.2,-0.8,0.5,53.4,0,,nan,0.0,0.0
TVA,Texas Ventures Acquisition III Corp,10.55,13,13,11,16,4,7,3,67,2.0,75.0,Strong,Enter w/ confidence,55,0.1,0.1,0.1,58.1,0,,Financial Services,316350016.0,73398.56
MSGAX,MERIDIAN SMALL CAP GROWTH FUND CLASS A,12.91,16,12,10,9,6,11,5,69,1.0,75.0,Strong,🔥 COILED: Enter w/ confidence,65,1.9,1.8,1.9,61.1,0,,nan,0.0,0.0
FVLSX,FIDELITY FLEX FREEDOM 2030 FUND,13.22,14,14,11,9,6,11,3,68,2.0,75.0,Strong,🔥 COILED: Enter w/ confidence,55,0.8,-0.3,0.6,58.4,0,,nan,0.0,0.0
MISGX,MERIDIAN SMALL CAP GROWTH FUND INVESTOR CLASS,13.66,16,12,10,9,6,11,5,69,1.0,75.0,Strong,🔥 COILED: Enter w/ confidence,65,1.9,1.9,1.9,61.5,0,,nan,0.0,0.0
MSGGX,MERIDIAN SMALL CAP GROWTH FUND LEGACY CLASS,13.82,16,12,10,9,6,11,5,69,1.0,75.0,Strong,🔥 COILED: Enter w/ confidence,65,1.9,1.8,1.9,61.2,0,,nan,0.0,0.0
MSGRX,MERIDIAN SMALL CAP GROWTH FUND INSTITUTIONAL CLASS,14.05,16,12,10,9,6,11,5,69,1.0,75.0,Strong,🔥 COILED: Enter w/ confidence,66,1.8,1.8,1.9,61.4,0,,nan,0.0,0.0
REK,ProShares Short Real Estate,15.603,14,16,11,10,4,7,3,65,4.0,75.0,Strong,Enter w/ confidence,34,1.4,1.9,1.2,57.9,0,,nan,nan,10966.71
SIEYX,INTERNATIONAL EQUITY PORTFOLIO,18.32,18,11,10,9,6,11,4,69,1.0,75.0,Strong,🔥 COILED: Enter w/ confidence,63,1.8,1.3,2.2,67.5,0,,nan,0.0,0.0
SIEPX,INTERNATIONAL EQUITY PORTFOLIO,18.33,18,11,10,9,6,11,4,69,1.0,75.0,Strong,🔥 COILED: Enter w/ confidence,63,1.8,1.3,2.2,67.9,0,,nan,0.0,0.0
XBGYX,BlackRock International Growth and Income Trust,6.53,15,12,12,9,6,9,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,54,1.2,0.0,1.1,58.5,0,,Other,0.0,0.0
MMGTX,MSVIF Mid Cap Growth Port Class II,6.77,16,12,10,9,6,9,5,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,60,4.3,1.5,3.3,58.8,0,,Other,0.0,0.0
XEODX,Wells Fargo Global Dividend Opportunity Fund,7.29,17,10,11,9,6,11,4,68,1.0,74.0,Strong,🔥 COILED: Enter w/ confidence,69,1.4,-0.1,1.2,63.1,0,,Other,0.0,0.0
MMGPX,MSVIF Mid Cap Growth Port Class I,7.69,16,12,10,9,6,9,5,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,60,4.3,1.5,3.3,59.0,0,,Other,0.0,0.0
QADR,QDRO Acquisition Corp. Class A Ordinary Shares,9.98,17,16,11,14,6,4,3,71,0.0,74.0,Strong,Enter w/ confidence,0,0.1,0.1,0.1,58.3,0,,Financial Services,249250000.0,0.0
PD,Pagerduty Inc,13.83,19,9,9,16,6,10,5,74,-3.0,74.0,Strong,Enter w/ confidence,64,12.3,16.2,15.9,75.5,2,,Technology,968082048.0,2457561.84
NBGPX,COLUMBIA CAPITAL ALLOCATION MODERATE AGGRESSIVE PORTFOLIO,13.3,16,14,9,9,4,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,54,1.1,-0.3,0.8,58.1,0,,nan,0.0,0.0
MSKLX,MID CAP GROWTH PORTFOLIO CLASS L,13.03,16,12,10,9,6,9,5,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,58,4.4,1.6,3.4,59.1,0,,nan,0.0,0.0
NBIAX,COLUMBIA CAPITAL ALLOCATION MODERATE AGGRESSIVE PORTFOLIO,13.34,16,14,9,9,4,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,54,1.0,-0.4,0.8,57.9,0,,nan,0.0,0.0
VSSQX,Voya Solution 2065 Portfolio Class S,13.1,14,12,11,9,6,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,64,1.1,-0.5,0.9,58.4,0,,nan,nan,0.0
WGAFX,WealthBuilder Growth Allocation Fund A,14.61,16,12,10,9,6,11,4,68,1.0,74.0,Strong,🔥 COILED: Enter w/ confidence,68,1.0,0.1,1.1,60.7,0,,nan,0.0,0.0
FSNVX,FIDELITY FREEDOM 2040 FUND CLASS K,14.72,14,12,11,9,6,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,68,1.0,-0.5,0.8,58.0,0,,nan,nan,0.0
WGAYX,Wells Fargo Spectrum Growth Fund Institutional Class,14.65,16,12,10,9,6,11,4,68,1.0,74.0,Strong,🔥 COILED: Enter w/ confidence,68,1.0,0.1,1.1,60.8,0,,nan,nan,0.0
FRBDX,Fidelity Freedom 2070,14.01,14,12,11,9,6,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,68,1.1,-0.6,0.9,58.0,0,,nan,nan,0.0
FRBYX,Fidelity Freedom Blend 2070,14.03,14,12,11,9,6,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,68,1.1,-0.6,0.9,58.0,0,,nan,nan,0.0
FRCLX,Fidelity Freedom Blend 2070 I,14.04,14,12,11,9,6,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,68,1.1,-0.7,0.8,57.9,0,,nan,nan,0.0
MSMFX,MSIFT MID CAP GROWTH Cl C,15.67,16,12,10,9,6,9,5,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,58,4.4,1.6,3.3,59.0,0,,nan,0.0,0.0
FFFLX,FIDELITY ADVISOR FREEDOM 2050 FUND CLASS A,16.85,14,12,11,9,6,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,67,1.0,-0.7,0.7,56.9,0,,nan,0.0,0.0
FFFZX,FIDELITY ADVISOR FREEDOM 2045 FUND CLASS A,16.65,14,12,11,9,6,11,4,67,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,66,1.0,-0.7,0.7,57.0,0,,nan,0.0,0.0
