code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
BKSC,Bank of South Carolina Corp,17.05,16,14,4,18,6,10,5,73,8.0,84.0,Strong,Enter w/ confidence,75,6.0,5.4,4.0,61.2,0,,Financial Services,91725224.0,2892.37
BAOB,Baraboo Bancorporation Inc,6.6,19,13,6,16,6,9,4,73,2.0,81.0,Strong,Enter w/ confidence,51,1.9,0.0,1.0,56.0,0,,Financial Services,58228580.0,1781.5
SCJCX,STEWARD COVERED CALL INCOME FUND CLASS C,7.89,18,12,9,9,8,11,3,70,2.0,77.0,Strong,🔥 COILED: Enter w/ confidence,48,0.8,2.1,0.7,56.3,0,,nan,nan,0.0
SCJAX,STEWARD COVERED CALL INCOME FUND CLASS A,8.08,18,12,10,9,6,11,3,69,2.0,76.0,Strong,🔥 COILED: Enter w/ confidence,49,0.7,2.0,0.7,56.6,0,,nan,nan,0.0
XBOEX,BlackRock Global Opportunities Equity Trust,13.16,18,14,8,7,6,11,3,67,0.0,75.0,Strong,🔥 COILED: Enter w/ confidence,54,1.1,1.8,0.5,53.7,0,,Other,0.0,0.0
GBOOF,Grupo Financiero Banorte S.A.B. de C.V,10.93,13,15,7,14,8,7,5,69,2.0,74.0,Strong,🔥 COILED: Enter w/ confidence,50,3.8,0.9,2.1,52.4,0,,Financial Services,30327037952.0,13734.06
PSMIX,GLOBAL MULTI-STRATEGY FUND INSTITUTIONAL CLASS,12.3,16,12,13,9,6,7,3,66,2.0,73.0,Strong,🔥 COILED: Enter w/ confidence,60,0.4,0.9,0.4,59.7,0,,nan,0.0,0.0
SUSSX,STATE STREET INSTITUTIONAL U.S. EQUITY FUND SERVICE CLASS,17.23,16,12,8,9,6,11,4,66,2.0,73.0,Strong,🔥 COILED: Enter w/ confidence,62,1.0,2.9,1.2,59.2,0,,nan,0.0,0.0
XEODX,Wells Fargo Global Dividend Opportunity Fund,7.05,18,12,10,7,6,11,3,67,0.0,72.0,Strong,🔥 COILED: Enter w/ confidence,58,1.3,2.3,0.9,56.7,0,,Other,0.0,0.0
GXXAX,Aberdeen US Equity A,12.69,16,12,6,9,8,8,3,62,2.0,72.0,Strong,🔥 COILED: Enter w/ confidence,60,0.9,1.7,0.7,54.8,0,,nan,0.0,0.0
