code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
TVA,Texas Ventures Acquisition III Corp,10.52,12,14,10,13,7,7,3,66,2.0,71.0,Strong,Enter w/ confidence,50,0.2,0.3,0.2,58.4,0,,Financial Services,315600000.0,160202.54
TWEAX,EQUITY INCOME FUND A CLASS,9.04,18,8,11,9,6,9,4,65,2.0,70.0,Strong,Enter w/ confidence,62,1.1,0.6,0.7,57.7,0,,nan,0.0,0.0
HLPPX,REMS REAL ESTATE VALUE-OPPORTUNITY FUND PLATFORM SHARES,10.02,16,10,13,9,6,6,4,64,1.0,70.0,Strong,🔥 COILED: Enter w/ confidence,60,0.4,0.7,1.1,60.5,0,,nan,0.0,0.0
KRNY,Kearny Financial Corp,8.31,16,14,7,15,6,2,4,64,2.0,67.0,Moderate,Enter w/ caution,69,0.8,1.2,2.2,57.4,0,,Financial Services,522972160.0,368150.0
UVPIX,ULTRASHORT EMERGING MARKETS PROFUND ULTRASHORT EMERGING MARKETS PROFUND INVESTOR CLASS,6.52,14,12,10,9,4,5,5,59,2.0,66.0,Moderate,🔥 COILED: Enter w/ caution,41,5.0,6.4,6.8,60.0,0,,nan,0.0,0.0
TDAY,"USA TODAY Co., Inc.",8.15,16,8,5,15,7,9,5,65,1.0,66.0,Moderate,Enter w/ caution,68,4.4,7.8,5.5,62.9,0,,Communication Services,1198925696.0,1707574.24
ERGMX,EATON VANCE GLOBAL MACRO ABSOLUTE RETURN FUND EATON VANCE GLOBAL MACRO ABSOLUTE RETURN FUND CLASS R,9.04,12,14,9,8,6,4,3,56,2.0,66.0,Moderate,🔥 COILED: Enter w/ caution,48,0.3,0.0,0.1,53.5,0,,nan,0.0,0.0
ACIIX,EQUITY INCOME FUND I CLASS,9.06,18,8,10,9,3,9,4,61,2.0,66.0,Moderate,Enter w/ caution,62,1.1,0.4,0.7,57.2,0,,nan,0.0,0.0
TWEIX,EQUITY INCOME FUND INVESTOR CLASS,9.04,18,8,10,9,3,9,4,61,2.0,66.0,Moderate,Enter w/ caution,62,1.1,0.4,0.7,57.1,0,,nan,0.0,0.0
AEIYX,EQUITY INCOME FUND Y CLASS,9.08,18,8,10,9,3,9,4,61,2.0,66.0,Moderate,Enter w/ caution,62,1.1,0.4,0.7,57.4,0,,nan,0.0,0.0
KG,"Kestrel Group, Ltd.",11.93,13,12,11,13,6,4,5,64,2.0,66.0,Moderate,Enter w/ caution,44,6.1,4.5,5.0,55.3,0,,Financial Services,93340680.0,20485.5
ARSMX,AMG RIVER ROAD SELECT VALUE FUND CLASS N SHARES,9.62,11,12,11,9,8,4,3,58,2.0,65.0,Moderate,🔥 COILED: Enter w/ caution,44,1.4,1.1,0.8,55.9,0,,nan,0.0,0.0
